,x,y,z
0,-0.01403851851851852,-0.02899259259259259,0.027466666666666667
1,-0.04036666666666667,-0.08521851851851853,0.08073333333333334
2,-0.0409362962962963,-0.08838518518518519,0.08373333333333334
3,-0.041789629629629635,-0.09232592592592594,0.08746666666666668
4,-0.04467555555555556,-0.10105185185185185,0.09573333333333334
5,-0.04634518518518519,-0.1073851851851852,0.10173333333333334
6,-0.04731851851851852,-0.11238148148148147,0.10646666666666667
7,-0.04700222222222222,-0.1144925925925926,0.10846666666666667
8,-0.046641481481481485,-0.11660370370370371,0.11046666666666667
9,-0.02081925925925926,-0.0425437037037037,0.04073333333333333
10,-0.04036666666666667,-0.08432148148148148,0.08073333333333334
11,-0.0409362962962963,-0.08745481481481482,0.08373333333333334
12,-0.04226740740740741,-0.09239851851851853,0.08846666666666668
13,-0.04514222222222222,-0.1010325925925926,0.09673333333333334
14,-0.04680074074074074,-0.10729925925925927,0.10273333333333334
15,-0.047437037037037035,-0.11147703703703704,0.10673333333333333
16,-0.04755111111111111,-0.11461037037037038,0.10973333333333334
17,-0.0471762962962963,-0.11669925925925925,0.11173333333333334
18,-0.03326222222222222,-0.13027703703703705,0.12473333333333333
19,-0.03213185185185185,-0.13132148148148148,0.12573333333333334
20,-0.030669629629629633,-0.13104296296296297,0.12546666666666667
21,-0.029275555555555558,-0.13104296296296297,0.12546666666666667
22,-0.027327407407407408,-0.055248888888888896,0.05346666666666667
23,-0.03986666666666667,-0.08239111111111111,0.07973333333333334
24,-0.04142518518518519,-0.08755777777777778,0.08473333333333334
25,-0.042872592592592594,-0.09272444444444444,0.08973333333333333
26,-0.04585777777777778,-0.10154222222222221,0.09826666666666667
27,-0.047499259259259255,-0.10774222222222224,0.10426666666666667
28,-0.04811851851851852,-0.11187555555555555,0.10826666666666666
29,-0.04778222222222222,-0.11394222222222222,0.11026666666666667
30,-0.04740148148148148,-0.11600888888888888,0.11226666666666667
31,-0.04664740740740741,-0.11724888888888889,0.11346666666666667
32,-0.045396296296296296,-0.12062444444444445,0.11673333333333334
33,-0.044477037037037044,-0.1216577777777778,0.11773333333333334
34,-0.043535555555555557,-0.12269111111111113,0.11873333333333334
35,-0.04266666666666667,-0.124,0.12000000000000001
36,-0.04167777777777778,-0.12503333333333333,0.12100000000000001
37,-0.04066666666666667,-0.12606666666666666,0.122
38,-0.03931111111111111,-0.12606666666666666,0.122
39,-0.038183703703703706,-0.12682444444444443,0.12273333333333333
40,-0.03712,-0.12785777777777776,0.12373333333333333
41,-0.035745185185185185,-0.12785777777777776,0.12373333333333333
42,-0.034722222222222224,-0.12916666666666668,0.125
43,-0.03354666666666666,-0.12999333333333332,0.1258
44,-0.032404444444444444,-0.13102666666666665,0.1268
45,-0.030995555555555557,-0.13102666666666665,0.1268
46,-0.029819999999999996,-0.13205999999999998,0.1278
47,-0.0284,-0.13205999999999998,0.1278
48,-0.02690962962962963,-0.13171555555555556,0.12746666666666667
49,-0.03271111111111111,-0.06542222222222221,0.064
50,-0.0405,-0.0828,0.081
51,-0.04155555555555556,-0.08688888888888889,0.085
52,-0.043477777777777775,-0.09302222222222221,0.091
53,-0.046573333333333335,-0.10201777777777778,0.0998
54,-0.048197777777777784,-0.10815111111111111,0.1058
55,-0.04835555555555555,-0.11121777777777776,0.1088
56,-0.048562222222222215,-0.11455703703703703,0.11206666666666666
57,-0.04816148148148148,-0.11660148148148147,0.11406666666666666
58,-0.047085925925925934,-0.11707851851851851,0.11453333333333333
59,-0.046213333333333335,-0.11810074074074074,0.11553333333333334
60,-0.04591481481481482,-0.12069037037037036,0.11806666666666667
61,-0.04498074074074074,-0.1217125925925926,0.11906666666666667
62,-0.04412222222222222,-0.1230074074074074,0.12033333333333333
63,-0.04314074074074074,-0.12402962962962963,0.12133333333333333
64,-0.04213703703703704,-0.12505185185185186,0.12233333333333334
65,-0.041111111111111105,-0.12607407407407406,0.12333333333333332
66,-0.04006296296296296,-0.1270962962962963,0.12433333333333332
67,-0.03851555555555555,-0.12655111111111111,0.1238
68,-0.03728,-0.12702814814814814,0.12426666666666666
69,-0.03618814814814815,-0.12805037037037037,0.12526666666666667
70,-0.03509259259259259,-0.12914074074074072,0.12633333333333333
71,-0.03416888888888889,-0.13098074074074073,0.12813333333333332
72,-0.03274518518518518,-0.13098074074074073,0.12813333333333332
73,-0.03156592592592592,-0.13200296296296296,0.12913333333333332
74,-0.03013111111111111,-0.13200296296296296,0.12913333333333332
75,-0.028918518518518517,-0.1330251851851852,0.13013333333333332
76,-0.027134814814814816,-0.13138962962962963,0.12853333333333333
77,-0.034244444444444445,-0.06774444444444445,0.067
78,-0.0405,-0.0819,0.081
79,-0.04155555555555556,-0.08594444444444445,0.085
80,-0.04443333333333333,-0.09403333333333333,0.093
81,-0.04704,-0.10192000000000001,0.1008
82,-0.04877481481481481,-0.10825629629629628,0.10706666666666666
83,-0.04915555555555555,-0.11182888888888888,0.11059999999999999
84,-0.04914,-0.11466,0.1134
85,-0.048724444444444445,-0.11668222222222223,0.1154
86,-0.04796296296296296,-0.11796296296296296,0.11666666666666667
87,-0.047066666666666666,-0.11897407407407407,0.11766666666666667
88,-0.046537037037037036,-0.1209962962962963,0.11966666666666667
89,-0.04518222222222222,-0.12092888888888888,0.1196
90,-0.04422,-0.12194,0.1206
91,-0.043235555555555555,-0.12295111111111111,0.1216
92,-0.04222888888888889,-0.12396222222222221,0.1226
93,-0.0412,-0.12497333333333331,0.12359999999999999
94,-0.04014888888888889,-0.12598444444444443,0.12459999999999999
95,-0.03851555555555555,-0.12517555555555554,0.1238
96,-0.03728,-0.1256474074074074,0.12426666666666666
97,-0.03618814814814815,-0.1266585185185185,0.12526666666666667
98,-0.03509259259259259,-0.12773703703703704,0.12633333333333333
