,x,y,z
3387,0.05477999999999999,-0.08631999999999998,0.14939999999999998
3388,0.05578518518518518,-0.0853185185185185,0.14766666666666664
3389,0.056155555555555556,-0.08343111111111111,0.1444
3390,0.056960000000000004,-0.08227555555555556,0.1424
3391,0.058131111111111106,-0.08169777777777779,0.1414
3392,0.05970222222222222,-0.08169777777777779,0.1414
3393,0.06072444444444445,-0.08096592592592593,0.14013333333333333
3394,0.06228148148148148,-0.08096592592592593,0.14013333333333333
3395,0.06371703703703703,-0.08081185185185186,0.13986666666666667
3396,0.06502222222222223,-0.08050370370370372,0.13933333333333334
3397,0.06631555555555556,-0.08019555555555556,0.1388
3398,0.06759703703703704,-0.07988740740740741,0.13826666666666668
3399,0.06836666666666667,-0.07900148148148148,0.13673333333333335
3400,-0.0199,-0.022553333333333335,0.0398
3401,-0.02239111111111111,-0.02595333333333333,0.0458
3402,-0.04169407407407408,-0.04945111111111112,0.08726666666666667
3403,-0.05494222222222223,-0.06671555555555556,0.11773333333333334
3404,-0.054879259259259267,-0.06826444444444445,0.12046666666666668
3405,-0.05303333333333333,-0.07310000000000001,0.129
3406,-0.052719999999999996,-0.07468666666666667,0.1318
3407,-0.051644444444444444,-0.07525333333333334,0.1328
3408,-0.050748148148148146,-0.07612222222222222,0.13433333333333333
3409,-0.04991555555555555,-0.07714222222222222,0.13613333333333333
3410,-0.04859259259259259,-0.07744444444444444,0.13666666666666666
3411,-0.047602222222222226,-0.07831333333333333,0.13820000000000002
3412,-0.04666666666666667,-0.07933333333333334,0.14
3413,-0.04519703703703704,-0.07948444444444445,0.14026666666666668
3414,-0.044032592592592595,-0.08020222222222223,0.14153333333333334
3415,-0.04254,-0.08035333333333335,0.1418
3416,-0.041253333333333336,-0.08092,0.1428
3417,-0.039592592592592596,-0.08076888888888889,0.14253333333333335
3418,-0.03786666666666667,-0.08046666666666667,0.14200000000000002
3419,-0.03635703703703704,-0.08061777777777777,0.14226666666666668
3420,-0.03508592592592593,-0.08133555555555556,0.14353333333333335
3421,-0.03349111111111111,-0.08133555555555556,0.14353333333333335
3422,-0.0318962962962963,-0.08133555555555556,0.14353333333333335
3423,-0.030414074074074076,-0.08163777777777778,0.14406666666666668
3424,-0.029026666666666666,-0.08224222222222222,0.14513333333333334
3425,-0.027414074074074073,-0.08224222222222222,0.14513333333333334
3426,-0.02584888888888889,-0.08239333333333333,0.1454
3427,-0.02427777777777778,-0.08254444444444445,0.14566666666666667
3428,-0.02265925925925926,-0.08254444444444445,0.14566666666666667
3429,-0.0211562962962963,-0.0829977777777778,0.1464666666666667
3430,-0.019742222222222224,-0.08390444444444446,0.14806666666666668
3431,-0.018251851851851852,-0.08462222222222222,0.14933333333333335
3432,-0.016533333333333337,-0.08432,0.14880000000000002
3433,-0.01482666666666667,-0.08401777777777779,0.14826666666666669
3434,-0.01310814814814815,-0.08356444444444446,0.1474666666666667
3435,-0.011448888888888889,-0.08341333333333334,0.1472
3436,-0.009844444444444444,-0.08367777777777777,0.14766666666666667
3437,-0.00825925925925926,-0.08424444444444444,0.14866666666666667
3438,-0.006660740740740741,-0.08492444444444444,0.14986666666666668
3439,-0.005044444444444444,-0.08575555555555554,0.15133333333333332
