,u,v
0,136,394
1,136,395
2,136,396
3,136,397
4,136,398
5,136,399
6,136,400
7,136,401
8,137,392
9,137,393
10,137,394
11,137,395
12,137,396
13,137,397
14,137,398
15,137,399
16,137,400
17,137,401
18,137,402
19,137,403
20,137,404
21,138,391
22,138,392
23,138,393
24,138,394
25,138,395
26,138,396
27,138,397
28,138,398
29,138,399
30,138,400
31,138,401
32,138,402
33,138,403
34,138,404
35,138,405
36,139,390
37,139,391
38,139,392
39,139,393
40,139,394
41,139,395
42,139,396
43,139,397
44,139,398
45,139,399
46,139,400
47,139,401
48,139,402
49,139,403
50,139,404
51,139,405
52,139,406
53,139,407
54,140,390
55,140,391
56,140,392
57,140,393
58,140,394
59,140,395
60,140,396
61,140,397
62,140,398
63,140,399
64,140,400
65,140,401
66,140,402
67,140,403
68,140,404
69,140,405
70,140,406
71,140,407
72,141,390
73,141,391
74,141,392
75,141,393
76,141,394
77,141,395
78,141,396
79,141,397
80,141,398
81,141,399
82,141,400
83,141,401
84,141,402
85,141,403
86,141,404
87,141,405
88,141,406
89,141,407
90,142,376
91,142,377
92,142,390
93,142,391
94,142,392
95,142,393
96,142,394
97,142,395
98,142,396
99,142,397
100,142,398
101,142,399
102,142,400
103,142,401
104,142,402
105,142,403
106,142,404
107,142,405
108,142,406
109,142,407
110,143,376
111,143,377
112,143,390
113,143,391
114,143,392
115,143,393
116,143,394
117,143,395
118,143,396
119,143,397
120,143,398
121,143,399
122,143,400
123,143,401
124,143,402
125,143,403
126,143,404
127,143,405
128,143,406
129,143,407
130,144,390
131,144,391
132,144,392
133,144,393
134,144,394
135,144,395
136,144,396
137,144,397
138,144,398
139,144,399
140,144,400
141,144,401
142,144,402
143,144,403
144,144,404
145,144,405
146,145,391
147,145,392
148,145,393
149,145,394
150,145,395
151,145,396
152,145,397
153,145,398
154,145,399
155,145,400
156,145,401
157,145,402
158,145,403
159,145,404
160,146,392
161,146,393
162,146,394
163,146,395
164,146,396
165,146,397
166,146,398
167,146,399
168,146,400
169,146,401
170,146,402
171,146,403
172,147,393
173,147,394
174,147,395
175,147,396
176,147,397
177,147,398
178,147,399
179,147,400
180,147,401
181,147,402
182,148,394
183,148,395
184,148,397
185,148,398
186,150,391
187,150,392
188,151,389
189,151,390
190,151,391
191,151,392
192,151,393
193,151,400
194,151,401
195,151,402
196,151,403
197,151,404
198,152,389
199,152,390
200,152,391
201,152,392
202,152,393
203,152,394
204,152,398
205,152,399
206,152,400
207,152,401
208,152,402
209,152,403
210,152,404
211,152,405
212,153,388
213,153,389
214,153,390
215,153,391
216,153,392
217,153,393
218,153,394
219,153,395
220,153,396
221,153,397
222,153,398
223,153,399
224,153,400
225,153,401
226,153,402
227,153,403
228,153,404
229,153,405
230,153,406
231,153,412
232,153,413
233,154,385
234,154,386
235,154,387
236,154,388
237,154,389
238,154,390
239,154,391
240,154,392
241,154,393
242,154,394
243,154,395
244,154,396
245,154,397
246,154,398
247,154,399
248,154,400
249,154,401
250,154,402
251,154,403
252,154,404
253,154,405
254,154,406
255,154,407
256,154,408
257,154,409
258,154,410
259,154,411
260,154,412
261,154,413
262,154,414
263,155,385
264,155,386
265,155,387
266,155,388
267,155,389
268,155,390
269,155,391
270,155,392
271,155,393
272,155,394
273,155,395
274,155,396
275,155,397
276,155,398
277,155,399
278,155,400
279,155,401
280,155,402
281,155,403
282,155,404
283,155,405
284,155,406
285,155,407
286,155,408
287,155,409
288,155,410
289,155,411
290,155,412
291,155,413
292,155,414
293,156,385
294,156,386
295,156,387
296,156,388
297,156,389
298,156,390
299,156,391
300,156,392
301,156,393
302,156,394
303,156,395
304,156,396
305,156,397
306,156,398
307,156,399
308,156,400
309,156,401
310,156,402
311,156,403
312,156,404
313,156,405
314,156,406
315,156,407
316,156,408
317,156,409
318,156,410
319,156,411
320,156,412
321,156,413
322,157,385
323,157,386
324,157,387
325,157,388
326,157,389
327,157,390
328,157,391
329,157,392
330,157,393
331,157,394
332,157,395
333,157,396
334,157,397
335,157,398
336,157,399
337,157,400
338,157,401
339,157,402
340,157,403
341,157,404
342,157,405
343,157,406
344,157,407
345,157,408
346,157,409
347,157,410
348,157,411
349,157,412
350,157,413
351,158,385
352,158,386
353,158,387
354,158,388
355,158,389
356,158,390
357,158,391
358,158,392
359,158,393
360,158,394
361,158,395
362,158,396
363,158,397
364,158,398
365,158,399
366,158,400
367,158,401
368,158,402
369,158,403
370,158,404
371,158,405
372,158,406
373,158,407
374,158,408
375,158,409
376,158,410
377,158,411
378,158,412
379,158,413
380,159,387
381,159,388
382,159,389
383,159,390
384,159,391
385,159,392
386,159,393
387,159,394
388,159,395
389,159,396
390,159,397
391,159,398
392,159,399
393,159,400
394,159,401
395,159,402
396,159,403
397,159,404
398,159,405
399,159,406
400,159,407
401,159,408
402,159,409
403,159,410
404,160,385
405,160,386
406,160,387
407,160,388
408,160,389
409,160,390
410,160,391
411,160,392
412,160,393
413,160,394
414,160,395
415,160,396
416,160,397
417,160,398
418,160,399
419,160,400
420,160,401
421,160,402
422,160,403
423,160,404
424,160,405
425,160,406
426,160,407
427,160,408
428,160,409
429,161,385
430,161,386
431,161,387
432,161,388
433,161,389
434,161,390
435,161,391
436,161,392
437,161,393
438,161,394
439,161,395
440,161,396
441,161,397
442,161,398
443,161,399
444,161,400
445,161,401
446,161,402
447,161,403
448,161,404
449,161,405
450,161,406
451,161,407
452,161,408
453,161,409
454,162,385
455,162,386
456,162,387
457,162,388
458,162,389
459,162,390
460,162,391
461,162,392
462,162,393
463,162,394
464,162,395
465,162,396
466,162,397
467,162,398
468,162,399
469,162,400
470,162,401
471,162,402
472,162,403
473,162,404
474,162,405
475,162,406
476,162,407
477,162,408
478,163,385
479,163,386
480,163,387
481,163,388
482,163,389
483,163,390
484,163,391
485,163,392
486,163,393
487,163,394
488,163,395
489,163,396
490,163,397
491,163,398
492,163,399
493,163,400
494,163,401
495,163,402
496,163,403
497,163,404
498,163,405
499,163,406
500,163,407
501,164,385
502,164,386
503,164,387
504,164,388
505,164,389
506,164,390
507,164,391
508,164,392
509,164,393
510,164,394
511,164,395
512,164,396
513,164,397
514,164,398
515,164,399
516,164,400
517,164,401
518,164,402
519,164,403
520,164,404
521,164,405
522,164,406
523,164,407
524,164,408
525,165,387
526,165,388
527,165,389
528,165,390
529,165,391
530,165,392
531,165,393
532,165,394
533,165,395
534,165,396
535,165,397
536,165,398
537,165,399
538,165,400
539,165,401
540,165,402
541,165,403
542,165,404
543,165,405
544,165,406
545,165,407
546,165,409
547,165,410
548,165,411
549,165,412
550,165,413
551,165,414
552,165,415
553,165,416
554,166,389
555,166,390
556,166,391
557,166,392
558,166,393
559,166,394
560,166,395
561,166,396
562,166,397
563,166,398
564,166,399
565,166,400
566,166,401
567,166,402
568,166,403
569,166,404
570,166,405
571,166,406
572,166,407
573,166,408
574,166,409
575,166,410
576,166,411
577,166,412
578,166,413
579,166,414
580,166,415
581,166,416
582,166,417
583,167,390
584,167,391
585,167,392
586,167,393
587,167,394
588,167,395
589,167,396
590,167,397
591,167,398
592,167,399
593,167,400
594,167,401
595,167,402
596,167,403
597,167,404
598,167,405
599,167,406
600,167,407
601,167,408
602,167,409
603,167,410
604,167,411
605,167,412
606,167,413
607,167,414
608,167,415
609,167,416
610,167,417
611,168,389
612,168,390
613,168,391
614,168,392
615,168,393
616,168,394
617,168,395
618,168,396
619,168,397
620,168,398
621,168,399
622,168,400
623,168,401
624,168,402
625,168,403
626,168,404
627,168,405
628,168,406
629,168,407
630,168,408
631,168,409
632,168,410
633,168,411
634,168,412
635,168,413
636,168,414
637,168,415
638,168,416
639,169,388
640,169,389
641,169,390
642,169,391
643,169,392
644,169,393
645,169,394
646,169,395
647,169,396
648,169,397
649,169,398
650,169,399
651,169,400
652,169,401
653,169,402
654,169,403
655,169,404
656,169,405
657,169,406
658,169,407
659,169,408
660,169,409
661,169,410
662,169,411
663,169,412
664,169,413
665,169,414
666,169,415
667,169,416
668,170,387
669,170,388
670,170,389
671,170,390
672,170,391
673,170,392
674,170,393
675,170,394
676,170,395
677,170,396
678,170,397
679,170,398
680,170,399
681,170,400
682,170,401
683,170,402
684,170,403
685,170,404
686,170,405
687,170,406
688,170,407
689,170,408
690,170,409
691,170,410
692,170,411
693,170,412
694,170,413
695,170,414
696,170,415
697,170,416
698,171,385
699,171,386
700,171,387
701,171,388
702,171,389
703,171,390
704,171,391
705,171,392
706,171,393
707,171,394
708,171,395
709,171,396
710,171,397
711,171,398
712,171,399
713,171,400
714,171,401
715,171,402
716,171,403
717,171,404
718,171,405
719,171,406
720,171,407
721,171,408
722,171,409
723,171,410
724,171,411
725,171,412
726,171,413
727,171,414
728,171,415
729,171,416
730,172,383
731,172,384
732,172,385
733,172,386
734,172,387
735,172,388
736,172,389
737,172,390
738,172,391
739,172,392
740,172,393
741,172,394
742,172,395
743,172,396
744,172,397
745,172,398
746,172,399
747,172,400
748,172,401
749,172,402
750,172,403
751,172,404
752,172,405
753,172,406
754,172,407
755,172,408
756,172,409
757,172,410
758,172,411
759,172,412
760,172,413
761,172,414
762,172,415
763,172,416
764,173,382
765,173,383
766,173,384
767,173,385
768,173,386
769,173,387
770,173,388
771,173,389
772,173,390
773,173,391
774,173,392
775,173,393
776,173,394
777,173,395
778,173,396
779,173,397
780,173,398
781,173,399
782,173,400
783,173,401
784,173,402
785,173,403
786,173,404
787,173,405
788,173,406
789,173,407
790,173,408
791,173,409
792,173,410
793,173,411
794,173,412
795,173,413
796,173,414
797,173,415
798,173,416
799,174,382
800,174,383
801,174,384
802,174,385
803,174,386
804,174,387
805,174,388
806,174,389
807,174,390
808,174,391
809,174,392
810,174,393
811,174,394
812,174,395
813,174,396
814,174,397
815,174,398
816,174,399
817,174,400
818,174,401
819,174,402
820,174,403
821,174,404
