,u,v
0,134,397
1,134,398
2,134,399
3,134,400
4,134,401
5,135,393
6,135,394
7,135,395
8,135,396
9,135,397
10,135,398
11,135,399
12,135,400
13,135,401
14,135,402
15,135,403
16,136,392
17,136,393
18,136,394
19,136,395
20,136,396
21,136,397
22,136,398
23,136,399
24,136,400
25,136,401
26,136,402
27,136,403
28,136,404
29,136,405
30,137,390
31,137,391
32,137,392
33,137,393
34,137,394
35,137,395
36,137,396
37,137,397
38,137,398
39,137,399
40,137,400
41,137,401
42,137,402
43,137,403
44,137,404
45,137,405
46,138,389
47,138,390
48,138,391
49,138,392
50,138,393
51,138,394
52,138,395
53,138,396
54,138,397
55,138,398
56,138,399
57,138,400
58,138,401
59,138,402
60,138,403
61,138,404
62,138,405
63,138,406
64,139,388
65,139,389
66,139,390
67,139,391
68,139,392
69,139,393
70,139,394
71,139,395
72,139,396
73,139,397
74,139,398
75,139,399
76,139,400
77,139,401
78,139,402
79,139,403
80,139,404
81,139,405
82,139,406
83,140,388
84,140,389
85,140,390
86,140,391
87,140,392
88,140,393
89,140,394
90,140,395
91,140,396
92,140,397
93,140,398
94,140,399
95,140,400
96,140,401
97,140,402
98,140,403
99,140,404
100,140,405
101,140,406
102,141,388
103,141,389
104,141,390
105,141,391
106,141,392
107,141,393
108,141,394
109,141,395
110,141,396
111,141,397
112,141,398
113,141,399
114,141,400
115,141,401
116,141,402
117,141,403
118,141,404
119,141,405
120,141,406
121,142,376
122,142,377
123,142,378
124,142,379
125,142,388
126,142,389
127,142,390
128,142,391
129,142,392
130,142,393
131,142,394
132,142,395
133,142,396
134,142,397
135,142,398
136,142,399
137,142,400
138,142,401
139,142,402
140,142,403
141,142,404
142,142,405
143,142,406
144,143,376
145,143,377
146,143,378
147,143,379
148,143,388
149,143,389
150,143,390
151,143,391
152,143,392
153,143,393
154,143,394
155,143,395
156,143,396
157,143,397
158,143,398
159,143,399
160,143,400
161,143,401
162,143,402
163,143,403
164,143,404
165,143,405
166,143,406
167,144,376
168,144,377
169,144,389
170,144,390
171,144,391
172,144,392
173,144,393
174,144,394
175,144,395
176,144,396
177,144,397
178,144,398
179,144,399
180,144,400
181,144,401
182,144,402
183,144,403
184,144,404
185,144,405
186,145,390
187,145,391
188,145,392
189,145,393
190,145,394
191,145,395
192,145,396
193,145,397
194,145,398
195,145,399
196,145,400
197,145,401
198,145,402
199,145,403
200,145,404
201,145,405
