,u,v
0,129,357
1,129,358
2,129,359
3,129,360
4,129,361
5,129,362
6,129,363
7,129,366
8,129,367
9,129,368
10,129,369
11,129,370
12,129,371
13,129,372
14,129,373
15,129,374
16,130,357
17,130,358
18,130,359
19,130,360
20,130,361
21,130,362
22,130,363
23,130,366
24,130,367
25,130,368
26,130,369
27,130,370
28,130,371
29,130,372
30,130,373
31,130,374
32,131,357
33,131,358
34,131,359
35,131,360
36,131,361
37,131,362
38,131,363
39,131,366
40,131,367
41,131,368
42,131,369
43,131,370
44,131,371
45,131,372
46,131,373
47,131,374
48,132,357
49,132,358
50,132,359
51,132,360
52,132,361
53,132,362
54,132,363
55,132,366
56,132,367
57,132,368
58,132,369
59,132,370
60,132,371
61,132,372
62,132,373
63,132,374
64,133,357
65,133,358
66,133,359
67,133,360
68,133,361
69,133,362
70,133,363
71,133,366
72,133,367
73,133,368
74,133,369
75,133,370
76,133,371
77,133,372
78,133,373
79,133,374
80,134,356
81,134,357
82,134,358
83,134,359
84,134,360
85,134,361
86,134,362
87,134,363
88,134,364
89,134,366
90,134,367
91,134,368
92,134,369
93,134,370
94,134,371
95,134,372
96,134,373
97,134,374
98,134,375
99,134,376
100,135,353
101,135,354
102,135,355
103,135,356
104,135,357
105,135,358
106,135,359
107,135,360
108,135,361
109,135,362
110,135,363
111,135,364
112,135,365
113,135,366
114,135,367
115,135,368
116,135,369
117,135,370
118,135,371
119,135,372
120,135,373
121,135,374
122,135,375
123,135,376
124,135,377
125,135,378
126,135,379
127,135,380
128,135,393
129,135,394
130,135,395
131,135,396
132,135,397
133,135,398
134,135,399
135,135,400
136,135,401
137,135,402
138,135,403
139,135,404
140,135,405
141,135,406
142,136,353
143,136,354
144,136,355
145,136,356
146,136,357
147,136,358
148,136,359
149,136,360
150,136,361
151,136,362
152,136,363
153,136,364
154,136,365
155,136,366
156,136,367
157,136,368
158,136,369
159,136,370
160,136,371
161,136,372
162,136,373
163,136,374
164,136,375
165,136,376
166,136,377
167,136,378
168,136,379
169,136,380
170,136,393
171,136,394
172,136,395
173,136,396
174,136,397
175,136,398
176,136,399
177,136,400
178,136,401
179,136,402
180,136,403
181,136,404
182,136,405
183,136,406
184,137,353
185,137,354
186,137,355
187,137,356
188,137,357
189,137,358
190,137,359
191,137,360
192,137,361
193,137,362
194,137,363
195,137,364
196,137,365
197,137,366
198,137,367
199,137,368
200,137,369
201,137,370
202,137,371
203,137,372
204,137,373
205,137,374
206,137,375
207,137,376
208,137,377
209,137,378
210,137,379
211,137,380
212,137,393
213,137,394
214,137,395
215,137,396
216,137,397
217,137,398
218,137,399
219,137,400
220,137,401
221,137,402
222,137,403
223,137,404
224,137,405
225,137,406
226,138,353
227,138,354
228,138,355
229,138,356
230,138,357
231,138,358
232,138,359
233,138,360
234,138,361
235,138,362
236,138,363
237,138,364
238,138,365
239,138,366
240,138,367
241,138,368
242,138,369
243,138,370
244,138,371
245,138,372
246,138,373
247,138,374
248,138,375
249,138,376
250,138,377
251,138,378
252,138,379
253,138,380
254,138,393
255,138,394
256,138,395
257,138,396
258,138,397
259,138,398
260,138,399
261,138,400
262,138,401
263,138,402
264,138,403
265,138,404
266,138,405
267,138,406
268,139,353
269,139,354
270,139,355
271,139,356
272,139,357
273,139,358
274,139,359
275,139,360
276,139,361
277,139,362
278,139,363
279,139,364
280,139,365
281,139,366
282,139,367
283,139,368
284,139,369
285,139,370
286,139,371
287,139,372
288,139,373
289,139,374
290,139,375
291,139,376
